DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20260308,176,22,927,7,669,52.72319322197701,67.05273119119747,549.2240755868255
20260308,971,22,279,8,206,5.5708972784777195,13.720005273055568,186.7090974484667
20260308,237,22,598,14,329,11.165161961829545,28.21539473320589,289.61944330496453
20260308,153,22,808,2,673,53.49280347899093,56.30762694399749,563.1995695770115
20260308,498,22,385,4,483,19.741192187741653,28.088605469818514,435.17020234243984
20260308,516,22,789,15,353,20.27188423247197,32.16789421153769,300.5602215559903
20260308,787,22,953,14,857,19.50145501489655,126.91308426995137,710.5854607151521
20260308,908,22,926,11,662,90.38893134248642,95.30241204681077,476.3086566107028
20260308,766,22,336,18,495,19.064117706126073,31.17845733441405,444.75742495945985
20260308,191,22,295,4,856,92.09378262302066,94.40319213477746,669.5030252422018
20260308,870,22,215,12,486,39.96661469606424,35.89566446500067,410.1377208389351
20260308,707,22,499,8,141,5.988745068912645,16.63583121236168,118.37542371872567
20260308,769,22,242,15,190,20.40206740302509,21.93110207342029,147.6668305235546
20260308,955,22,285,6,526,17.597146261013926,26.853454400994107,481.549399337992
20260308,315,22,13,6,629,16.769320172538954,72.00822110765459,540.2224587198065
20260308,607,22,137,1,521,47.66749472155123,37.84495753342159,435.4875477450272
20260308,686,22,913,12,485,71.85203686322593,41.278457306220226,371.86950583055386
20260308,887,22,735,17,154,3.3168931832290434,18.655090696801977,132.02801611996898
20260308,442,22,754,7,447,57.04679893043226,42.18868734665339,347.76451372291433
20260308,396,22,342,11,958,113.12354572512201,103.41607276550016,741.4603815093778
20260308,803,22,268,20,107,5.4018083424581675,6.791273343108239,94.80691831443359
20260308,744,22,903,10,669,77.79699754440837,79.96677679453019,511.23622566106144
20260308,344,22,487,4,170,11.829593939095302,24.09845760249264,134.07194845841207
20260308,157,22,820,10,167,23.854888710262593,17.8630525271461,125.2820587625913
20260308,163,22,769,14,134,11.832705707665527,14.62510751341397,107.5421867789205
20260308,632,22,944,8,720,47.680071186308496,98.40678857854392,573.9131402351476
20260308,242,22,162,3,516,50.84382339334115,55.671080451632854,409.485096155026
20260308,291,22,826,4,518,23.80723403658348,44.02179697738413,450.1709689860324
20260308,323,22,384,14,647,26.08735625903031,38.28430719844873,582.628336542521
20260308,681,22,495,14,983,105.27033978913536,136.92241819732408,740.8072420135405
20260308,420,22,973,17,639,47.73689128397483,82.20818683069623,509.05492188532895
20260308,22,22,214,15,770,63.753185591048556,41.029420005558016,665.2173944033934
20260308,896,22,649,9,752,78.65715681465817,65.70422097994634,607.6386222053954
20260308,175,22,1000,15,221,6.970260279185886,21.688336807699233,192.34140291311488
20260308,857,22,146,6,165,22.23868665047101,18.82549800875254,123.93581534077646
