DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20260308,110,30,265,10,402,50.165266025625584,20.624064545377067,331.21066942899733
20260308,832,30,470,3,643,26.16109399702825,39.64088721886347,577.1980187841083
20260308,986,30,804,8,223,16.143669670440623,26.911750874733695,179.94457945482569
20260308,243,30,161,16,216,14.288923090929314,23.18757970212066,178.52349720695003
20260308,820,30,102,8,637,79.65466055349505,88.00362755742078,469.3417118890842
20260308,59,30,678,7,573,78.73225729158212,78.86613386426629,415.4016088441516
20260308,908,30,241,6,291,29.12774896415985,39.035089194573665,222.8371618412665
20260308,486,30,650,2,883,28.04881883265645,109.4667715554772,745.4844096118663
20260308,15,30,910,9,183,25.975120639812573,19.49396741392279,137.53091194626464
20260308,452,30,450,1,547,11.37761218939322,77.51031777521163,458.11207003539516
20260308,191,30,581,6,311,32.75396495172743,17.309878004173758,260.9361570440988
20260308,945,30,756,20,442,15.474240752135781,29.136390885569416,397.3893683622948
20260308,771,30,806,7,323,26.16104308302483,28.24957023245362,268.58938668452157
20260308,778,30,793,19,333,18.812594584195423,47.200192716525976,266.9872126992786
20260308,768,30,426,16,346,14.873325810233263,19.62233767794353,311.5043365118232
20260308,998,30,289,8,249,36.63186144954286,18.42176788071086,193.94637066974627
20260308,81,30,953,12,796,36.3602153917643,42.43395518092625,717.2058294273095
20260308,378,30,420,13,944,69.89110291405969,90.76788983605142,783.3410072498889
20260308,277,30,142,20,788,61.74946658645545,84.9074745720283,641.3430588415163
20260308,39,30,644,7,901,73.02498190392518,67.60866499737764,760.3663530986971
20260308,775,30,838,15,413,18.24116010283404,35.092345235187594,359.6664946619784
20260308,832,30,713,13,875,74.8095308302751,64.74933387071566,735.4411352990093
20260308,532,30,862,1,558,71.84598380955948,38.42529975176622,447.72871643867427
20260308,811,30,30,18,189,4.352184973216573,25.537634286929613,159.1101807398538
20260308,326,30,396,8,457,61.62399249198362,41.83150305560338,353.544504452413
20260308,145,30,730,7,470,14.769142948676562,54.97333737183562,400.2575196794878
20260308,800,30,813,13,590,32.71230109557385,31.783015496519777,525.5046834079063
20260308,574,30,16,1,253,7.467557551575365,15.950487332220797,229.58195511620383
20260308,192,30,650,2,454,39.31684602347217,24.65220359322889,390.03095038329894
20260308,222,30,657,8,418,56.845272280321716,46.90193082019392,314.25279689948434
20260308,946,30,23,2,459,55.08493027134954,51.328169416296625,352.5869003123538
20260308,992,30,161,14,462,30.80581642721658,46.66344990714694,384.5307336656365
20260308,729,30,103,7,222,27.758177729240344,23.143905052546867,171.09791721821279
20260308,977,30,128,17,351,15.366131197482659,41.40568885480217,294.22817994771515
