DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20260308,955,80,815,13,585,84.4791071747949,63.43926673377908,437.081626091426
20260308,869,80,367,3,299,12.800538543714366,15.103816520591602,271.09564493569405
20260308,52,80,1000,14,871,122.99005786157596,67.55941470755188,680.4505274308722
20260308,225,80,746,4,115,13.702880632421074,7.397373929813086,93.89974543776584
20260308,458,80,20,1,365,44.7489213654464,18.298405037918766,301.95267359663484
20260308,906,80,890,6,435,46.78253309128788,40.47083538123084,347.74663152748127
20260308,677,80,267,7,851,18.007296133354924,101.93801636129143,731.0546875053536
20260308,418,80,499,15,589,54.3629689748155,83.66646942934668,450.9705615958378
20260308,370,80,98,7,797,96.27742490840458,79.05468520183871,621.6678898897567
20260308,512,80,233,3,300,18.843877668278594,44.82604305636314,236.33007927535826
20260308,771,80,674,8,255,10.186323369686518,30.47646109950266,214.33721553081082
20260308,744,80,683,12,622,75.94484369067092,37.262986099001395,508.7921702103277
20260308,802,80,743,17,844,37.18848079432993,100.7862373727104,706.0252818329596
20260308,779,80,110,14,542,78.44595469632758,78.71579621613364,384.83824908753877
20260308,212,80,144,4,204,13.015451472372614,13.220844074222788,177.7637044534046
20260308,31,80,567,6,286,7.079333638562632,18.10171080810463,260.8189555533327
20260308,208,80,346,17,624,26.078700579892004,86.59261737884509,511.32868204126294
20260308,842,80,352,11,764,16.716569741759987,73.78876266704631,673.4946675911937
20260308,337,80,325,15,780,16.306589599314297,85.90534241842542,677.7880679822603
20260308,500,80,159,13,146,17.09387667399998,15.714332081709957,113.19179124429007
20260308,653,80,151,19,171,19.784741275007338,17.67230004849795,133.54295867649472
20260308,423,80,698,17,234,24.073599028059355,30.558573693444654,179.367827278496
20260308,371,80,288,20,695,93.83836738048157,65.13048342805592,536.0311491914625
20260308,527,80,35,10,560,55.881807503904305,37.401296230564405,466.7168962655313
20260308,934,80,103,3,946,26.429964090905226,62.6150097530481,856.9550261560466
20260308,416,80,150,20,860,126.75027242199357,50.797933656335154,682.4517939216713
20260308,7,80,135,6,580,65.337445855948,58.76910106519602,455.89345307885594
20260308,421,80,60,12,495,57.88981113207878,51.13339729565308,385.9767915722681
20260308,766,80,177,11,979,123.49915725691783,129.6833694551546,725.8174732879276
20260308,984,80,327,8,363,32.35997682895808,25.730195291886478,304.90982787915544
20260308,825,80,522,20,319,11.064310488271673,33.54419078905814,274.3914987226702
20260308,299,80,915,4,634,54.88198896153531,39.52381533416236,539.5941957043024
20260308,96,80,169,16,948,52.958298685036816,129.5076841313106,765.5340171836526
20260308,84,80,541,20,856,21.058221826581768,108.12840034418633,726.813377829232
20260308,22,80,536,20,531,18.19031926757632,78.76320953896123,434.0464711934625
20260308,479,80,837,18,883,89.7371593401166,127.51182220698131,665.7510184529021
20260308,344,80,768,8,419,10.821495228132257,23.917647540587275,384.26085723128045
20260308,728,80,844,14,379,21.098617455098243,48.21596307874199,309.6854194661598
20260308,472,80,626,12,358,14.36819675441706,29.71973853779859,313.91206470778434
20260308,918,80,95,9,638,49.26843450281913,32.37146276974777,556.3601027274331
20260308,948,80,623,16,830,123.21158771067114,53.521199935427695,653.2672123539012
20260308,390,80,917,13,536,45.83371894594889,62.997857915043646,427.1684231390075
20260308,431,80,362,19,997,77.2983393518166,138.13594705557298,781.5657135926105
20260308,235,80,32,2,575,60.333623280652034,32.402725313110345,482.2636514062376
20260308,761,80,265,12,877,119.31132194726938,115.77995650761162,641.9087215451191
20260308,122,80,697,20,935,127.37510725116519,52.682931132319894,754.9419616165148
20260308,746,80,875,19,972,135.90723269175328,124.22446022468857,711.8683070835582
20260308,212,80,946,1,955,136.81334694715304,124.89220615187729,693.2944469009697
20260308,6,80,279,4,428,26.192604271600857,37.451858839037165,364.355536889362
20260308,496,80,198,1,344,18.680796475070316,46.71669325867123,278.6025102662585
20260308,826,80,982,17,298,43.738785166567396,28.16729303244897,226.09392180098365
20260308,997,80,86,12,224,13.648267895841041,17.269560021569653,193.0821720825893
20260308,844,80,88,19,913,26.319111434922593,54.185743969822,832.4951445952554
20260308,99,80,586,2,576,65.77538651135538,32.290641947687135,477.9339715409575
20260308,70,80,748,17,916,35.43466851026427,66.8470255574519,813.7183059322838
20260308,775,80,469,15,619,85.63546733394678,50.6094016156378,482.75513105041546
20260308,126,80,138,12,813,107.1756780420864,78.23316104697739,627.5911609109362
20260308,175,80,908,3,286,22.669924908697812,38.32362687983556,225.00644821146665
