DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20260308,541,68,28,20,352,23.55283482707244,21.18008231093906,307.2670828619885
20260308,523,68,866,3,550,35.88109555294052,66.08577577454095,448.0331286725185
20260308,364,68,427,19,744,89.60854256945278,52.86061662172795,601.5308408088192
20260308,997,68,422,14,609,18.237040413241875,42.71422513437517,548.048734452383
20260308,759,68,718,4,779,89.32527974962609,64.31666629549932,625.3580539548745
20260308,862,68,141,2,666,46.42915560209389,39.836353743611525,579.7344906542946
20260308,548,68,555,9,275,20.29231608268217,37.76117062688438,216.94651329043344
20260308,421,68,199,14,703,102.10399149340556,68.7477187023807,532.1482898042137
20260308,891,68,278,14,774,106.43164122343072,52.2338010731009,615.3345577034684
20260308,741,68,403,9,990,109.01203608795663,71.2811140983937,809.7068498136497
20260308,699,68,134,16,622,70.70723616486482,75.56471420595838,475.7280496291768
20260308,499,68,206,8,937,111.1016858629563,78.441476905341,747.4568372317027
20260308,530,68,864,12,125,2.5060018127058865,14.213249713063023,108.28074847423109
20260308,421,68,91,4,512,68.3562077308965,50.11053501760377,393.5332572514997
20260308,19,68,954,3,958,125.6095225003233,109.05498127836927,723.3354962213075
20260308,117,68,843,13,513,29.99738656654597,25.742975316152894,457.25963811730117
20260308,619,68,502,12,580,85.71605532968793,72.56712538131731,421.71681928899477
20260308,483,68,448,7,725,66.55063941438584,60.63941653500938,597.8099440506048
20260308,779,68,551,5,425,36.96639768750857,33.71223585619671,354.32136645629475
20260308,735,68,742,4,385,55.66559115530061,46.69057360775443,282.64383523694494
20260308,412,68,218,10,939,132.856953406631,50.514577922254354,755.6284686711147
20260308,757,68,22,20,596,15.856794842950068,60.41279166048792,519.730413496562
20260308,412,68,450,8,361,49.67450937947483,27.832335216216492,283.4931554043087
20260308,9,68,815,5,316,23.645526040753882,25.93024134944951,266.4242326097966
20260308,898,68,519,16,790,80.20678487153735,83.36409897281906,626.4291161556436
20260308,639,68,240,1,702,27.059429421268376,64.47615976521122,610.4644108135204
20260308,579,68,899,7,205,5.479793091702285,23.06835054843768,176.45185635986005
20260308,226,68,869,10,588,24.02325355863879,44.5313710836399,519.4453753577213
20260308,555,68,646,2,385,39.24157834478256,34.85713784731624,310.9012838079012
20260308,185,68,294,4,749,47.49045899505589,85.70805986098794,615.8014811439562
20260308,27,68,354,16,306,16.787121132149366,17.94325006194245,271.26962880590816
20260308,191,68,973,7,274,23.355383707979595,29.57722594967246,221.06739034234795
20260308,608,68,107,18,974,41.79687939490709,91.89439158072493,840.308729024368
20260308,550,68,607,7,688,31.2853387676019,87.99411152108702,568.720549711311
20260308,765,68,924,17,271,23.14184448590242,27.49590371815734,220.36225179594024
20260308,154,68,107,9,505,53.83834792922115,53.42773206795602,397.73392000282286
20260308,129,68,843,18,280,27.882955899946882,14.976142326492425,237.1409017735607
