DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20260308,107,72,404,9,754,65.68984697243741,50.87184590648176,637.4383071210808
20260308,284,72,769,8,161,10.282349632153498,19.47188460217533,131.24576576567117
20260308,529,72,203,6,414,27.795588453463917,57.63889501434134,328.56551653219475
20260308,759,72,208,14,261,21.67019327773065,35.96867872876006,203.36112799350929
20260308,253,72,931,8,286,23.092569760577003,20.24305898203146,242.66437125739154
20260308,97,72,205,18,761,64.4996805401752,54.00022167399697,642.5000977858278
20260308,11,72,928,5,986,21.80254465584104,127.27590538335666,836.9215499608023
20260308,309,72,7,20,124,5.751855718627226,9.862484668115275,108.3856596132575
20260308,916,72,545,7,411,10.035192501202884,59.989031467141245,340.97577603165587
20260308,391,72,779,14,237,23.081881512882966,32.18173850546229,181.73637998165475
20260308,41,72,958,19,112,15.605279130036708,9.94922214645476,86.44549872350854
20260308,8,72,13,14,955,141.20646596461268,48.73814777770254,765.0553862576849
20260308,672,72,753,7,684,95.18173896904821,95.3023152621465,493.5159457688053
20260308,989,72,732,10,345,10.734503245113485,29.883843876314156,304.38165287857237
20260308,526,72,487,1,534,34.475238584730526,67.72669910421148,431.798062311058
20260308,325,72,652,13,267,34.60323557120525,27.876746153283325,204.5200182755114
20260308,534,72,650,14,877,39.16408239661949,89.46175446759258,748.374163135788
20260308,163,72,388,10,916,37.98543288396308,105.3378938333279,772.6766732827091
20260308,27,72,523,18,693,38.508947990355715,41.96073134713959,612.5303206625047
20260308,263,72,958,10,734,87.16301810181648,84.55230016548175,562.2846817327018
20260308,291,72,734,17,683,75.86688069552153,49.594586377254814,557.5385329272236
20260308,21,72,447,1,460,33.132056540275684,60.09760261965079,366.7703408400735
20260308,416,72,655,20,831,116.2200025690316,97.85294497182792,616.9270524591404
20260308,571,72,74,16,409,11.650754414655427,47.795525635512334,349.55371994983227
20260308,737,72,151,8,931,121.98406376995511,110.83525406211253,698.1806821679323
20260308,862,72,932,6,643,87.10118457842985,54.60273482871862,501.2960805928515
20260308,475,72,470,3,263,6.143066417445319,37.67961186226667,219.177321720288
20260308,20,72,185,1,235,9.242973817808116,15.927250249608553,209.82977593258335
20260308,315,72,437,3,813,33.31910266019502,100.97227918706376,678.7086181527412
